p_name	l_partkey	c_name	o_orderkey	n_name
maroon frosted tan chartreuse forest	79734	Customer#000042982	5422311	INDIA
sandy hot blue metallic honeydew	16863	Customer#000042982	5422311	INDIA
cream chiffon saddle slate goldenrod	40638	Customer#000100159	1395745	JAPAN
hot pale thistle tan misty	69524	Customer#000050237	1859809	JAPAN
seashell aquamarine moccasin cornsilk coral	142776	Customer#000100978	3312576	CHINA
o_orderkey	p_name	l_partkey	c_name	s_name
637575	linen plum firebrick blue green	165278	Customer#000019063	Supplier#000005279
5231713	ghost slate smoke cyan spring	54536	Customer#000033347	Supplier#000004537
5231713	saddle coral dim magenta snow	9417	Customer#000033347	Supplier#000009418
5231713	ghost bisque beige blush navy	31937	Customer#000033347	Supplier#000009447
5493926	azure steel salmon chartreuse goldenrod	184000	Customer#000125998	Supplier#000004001
5493926	black light cornsilk lemon cornflower	97897	Customer#000125998	Supplier#000005425
5501606	metallic beige purple linen maroon	190877	Customer#000068000	Supplier#000000878
1344772	olive dark chocolate red lemon	183073	Customer#000042665	Supplier#000003074
1344772	olive powder brown black blush	198844	Customer#000042665	Supplier#000008845
1504772	wheat chocolate green thistle brown	117804	Customer#000078076	Supplier#000002827
1504772	dark yellow almond honeydew light	78772	Customer#000078076	Supplier#000008773
1504772	black aquamarine indian frosted brown	175978	Customer#000078076	Supplier#000005979
3967937	drab midnight metallic wheat antique	66478	Customer#000109186	Supplier#000003997
1661472	grey tan frosted azure lace	69288	Customer#000009736	Supplier#000006807
1661472	grey steel firebrick white snow	154768	Customer#000009736	Supplier#000004769
1661472	deep lavender navy powder cream	136908	Customer#000009736	Supplier#000004448
1718180	indian hot brown metallic spring	70098	Customer#000091912	Supplier#000007620
1905157	sky magenta turquoise peach lace	29660	Customer#000130130	Supplier#000002163
1905157	deep grey chartreuse sandy mint	182289	Customer#000130130	Supplier#000002290
1905157	violet honeydew cyan drab orange	122451	Customer#000130130	Supplier#000004964
4644934	floral khaki brown burlywood indian	27861	Customer#000009770	Supplier#000005368
4644934	black rose pink sky medium	47959	Customer#000009770	Supplier#000005472
5047173	drab lemon peach firebrick sienna	157750	Customer#000035776	Supplier#000007751
5047173	chiffon hot grey sky ghost	88000	Customer#000035776	Supplier#000005525
3272548	deep pink royal tan sky	11803	Customer#000076067	Supplier#000004305
3272548	indian beige ghost dodger forest	25578	Customer#000076067	Supplier#000003085
1805824	deep orchid violet pale steel	152955	Customer#000063985	Supplier#000002956
1805824	spring azure smoke orchid seashell	194961	Customer#000063985	Supplier#000004962
2232932	pink hot tomato chiffon puff	182436	Customer#000013940	Supplier#000002437
5709632	slate gainsboro cyan blush green	125422	Customer#000052516	Supplier#000002959
5709632	cyan tan green orange peru	28658	Customer#000052516	Supplier#000006165
5709632	snow antique gainsboro sandy violet	41829	Customer#000052516	Supplier#000001830
2894533	saddle midnight linen light forest	129291	Customer#000052873	Supplier#000009292
2894533	red lavender powder lemon tomato	88719	Customer#000052873	Supplier#000006244
2350561	lemon lavender lawn puff floral	2678	Customer#000077521	Supplier#000007679
2350561	chocolate burlywood linen lawn almond	169451	Customer#000077521	Supplier#000001968
2761378	honeydew firebrick light forest dim	121276	Customer#000136573	Supplier#000003789
2761378	light brown blue coral powder	76458	Customer#000136573	Supplier#000003980
2761378	yellow khaki chartreuse coral light	79584	Customer#000136573	Supplier#000009585
95808	blanched mint turquoise snow bisque	176875	Customer#000001045	Supplier#000006876
95808	firebrick powder slate plum lemon	126124	Customer#000001045	Supplier#000003661
95808	forest pink spring cyan misty	158528	Customer#000001045	Supplier#000008529
95808	dim puff linen rosy dark	185686	Customer#000001045	Supplier#000000723
2869152	azure wheat violet beige green	71152	Customer#000117919	Supplier#000006167
2869152	azure navajo cream chiffon drab	100638	Customer#000117919	Supplier#000008169
3004006	lavender blue almond mint lime	170559	Customer#000073775	Supplier#000003077
3004006	magenta beige peach dark papaya	107881	Customer#000073775	Supplier#000005412
3004006	dodger bisque linen medium coral	50280	Customer#000073775	Supplier#000005291
3706788	medium gainsboro rosy puff blush	187190	Customer#000073999	Supplier#000004745
3767271	thistle orange ivory peach lace	33785	Customer#000015619	Supplier#000001295
4044769	sandy hot blue metallic honeydew	16863	Customer#000002540	Supplier#000001866
4044769	coral almond beige lime violet	150526	Customer#000002540	Supplier#000003042
4044769	ivory light floral chartreuse forest	118887	Customer#000002540	Supplier#000008888
1232449	chocolate medium drab snow burnished	148735	Customer#000109156	Supplier#000003764
1232449	cornflower tan hot magenta frosted	81868	Customer#000109156	Supplier#000009393
1232449	burnished sky ivory magenta chocolate	165257	Customer#000109156	Supplier#000005258
1232449	lavender light chocolate dodger aquamarine	62913	Customer#000109156	Supplier#000000432
4206947	puff aquamarine burnished navy almond	53429	Customer#000017047	Supplier#000000945
4206947	black rose frosted lavender burnished	130543	Customer#000017047	Supplier#000000544
4486405	salmon cream violet frosted purple	153811	Customer#000070603	Supplier#000008842
5092357	dark blanched blush bisque white	127257	Customer#000123217	Supplier#000007258
5092357	green bisque seashell yellow lace	83746	Customer#000123217	Supplier#000001271
5285862	burlywood blanched blush black peach	198585	Customer#000126148	Supplier#000001105
2820355	floral chiffon chartreuse yellow gainsboro	51979	Customer#000139985	Supplier#000009495
2820355	mint blush lavender black chocolate	194390	Customer#000139985	Supplier#000006910
2820355	lawn blanched khaki turquoise cornflower	112322	Customer#000139985	Supplier#000004834
2820355	gainsboro spring papaya pale burlywood	194687	Customer#000139985	Supplier#000009726
4768417	burnished ivory burlywood plum dark	51763	Customer#000013261	Supplier#000001764
4768417	metallic antique forest honeydew burlywood	174518	Customer#000013261	Supplier#000004519
4768417	plum sky blue khaki blanched	56491	Customer#000013261	Supplier#000008997
5044869	coral salmon cornflower dim navy	69711	Customer#000069796	Supplier#000004724
5044869	purple steel yellow tan pink	88961	Customer#000069796	Supplier#000006486
5044869	cyan rose tan drab chartreuse	156957	Customer#000069796	Supplier#000006958
5422311	khaki ivory purple white cyan	26542	Customer#000042982	Supplier#000001547
5422311	papaya snow spring purple lime	73090	Customer#000042982	Supplier#000005598
5422311	cornflower dim brown midnight azure	18894	Customer#000042982	Supplier#000001396
5611974	mint lavender grey cyan deep	129629	Customer#000118729	Supplier#000002142
5611974	tomato navy burlywood indian sandy	140119	Customer#000118729	Supplier#000000120
3311840	hot royal lawn lemon chartreuse	102700	Customer#000037738	Supplier#000005211
219426	cyan navy peach mint sandy	130656	Customer#000055346	Supplier#000003170
219426	cornflower pink royal seashell green	32401	Customer#000055346	Supplier#000002402
3967937	lime drab cornsilk orchid coral	97928	Customer#000109186	Supplier#000000438
3967937	lawn salmon mint peach olive	93680	Customer#000109186	Supplier#000006190
1278981	azure slate floral dodger peach	181102	Customer#000147184	Supplier#000008657
1278981	lace aquamarine forest rosy lavender	46598	Customer#000147184	Supplier#000006599
1278981	seashell purple violet misty tomato	107178	Customer#000147184	Supplier#000007179
1718180	coral lemon royal indian saddle	189081	Customer#000091912	Supplier#000006636
1718180	light violet purple coral dodger	160590	Customer#000091912	Supplier#000005623
1718180	cyan navajo azure lace bisque	20986	Customer#000091912	Supplier#000003489
1787271	deep pink frosted linen beige	35444	Customer#000091780	Supplier#000007948
1787271	midnight cyan light cornsilk black	99741	Customer#000091780	Supplier#000002251
1787271	black peru chocolate firebrick deep	106690	Customer#000091780	Supplier#000006691
1787271	black midnight red rose snow	194680	Customer#000091780	Supplier#000009719
2350561	salmon beige green midnight sandy	1959	Customer#000077521	Supplier#000009460
2350561	blanched midnight coral grey medium	199902	Customer#000077521	Supplier#000002422
3958564	saddle midnight red mint lemon	169804	Customer#000062968	Supplier#000009805
2289825	navajo frosted salmon dark orange	19501	Customer#000032009	Supplier#000004504
2366755	orchid chartreuse black firebrick lavender	104828	Customer#000050008	Supplier#000009849
2705538	hot moccasin brown gainsboro green	12781	Customer#000107167	Supplier#000002782
2705538	navy midnight lemon lavender lime	26842	Customer#000107167	Supplier#000004349
5380005	dodger red gainsboro pink dim	64972	Customer#000055415	Supplier#000002491
3190789	black coral sandy thistle cornsilk	195817	Customer#000040921	Supplier#000003375
3190789	light salmon olive wheat turquoise	944	Customer#000040921	Supplier#000008445
3190789	azure slate cream frosted seashell	42011	Customer#000040921	Supplier#000007020
2745894	pale burnished dark blanched purple	156386	Customer#000064483	Supplier#000003932
2869152	bisque beige yellow powder linen	39397	Customer#000117919	Supplier#000009398
2869152	cyan thistle cornflower lavender chartreuse	137766	Customer#000117919	Supplier#000002793
5969250	green steel cream royal violet	184728	Customer#000051431	Supplier#000002283
3767271	forest turquoise blush cornflower maroon	33637	Customer#000015619	Supplier#000006141
3767271	cream blanched light cyan olive	164134	Customer#000015619	Supplier#000004135
3847463	firebrick dodger seashell plum powder	168376	Customer#000053270	Supplier#000005925
5247169	lace light goldenrod chiffon wheat	196222	Customer#000137554	Supplier#000001261
5247169	deep ivory dim moccasin maroon	93771	Customer#000137554	Supplier#000006281
5280386	mint snow indian tomato chartreuse	14972	Customer#000084646	Supplier#000004973
5280386	metallic azure magenta steel burlywood	183912	Customer#000084646	Supplier#000008949
3537126	yellow red frosted cornsilk goldenrod	52560	Customer#000078448	Supplier#000005066
3872580	gainsboro honeydew coral chocolate sienna	130491	Customer#000132635	Supplier#000000492
978692	chocolate steel deep yellow ghost	93594	Customer#000025457	Supplier#000006104
978692	hot white almond grey moccasin	25719	Customer#000025457	Supplier#000005720
4044769	floral firebrick thistle frosted sienna	85567	Customer#000002540	Supplier#000000584
4206947	blush steel grey royal peach	170071	Customer#000017047	Supplier#000005106
4206947	spring blue beige indian firebrick	195772	Customer#000017047	Supplier#000005773
4486405	royal olive dodger cyan mint	90436	Customer#000070603	Supplier#000002946
5662501	burnished hot lawn dark navy	66953	Customer#000028621	Supplier#000009460
5662501	burlywood dim sky plum olive	62803	Customer#000028621	Supplier#000007816
103136	pale coral azure blue lemon	89489	Customer#000085027	Supplier#000004506
103136	lavender maroon metallic almond brown	176116	Customer#000085027	Supplier#000001151
5092357	drab red grey lace sandy	176423	Customer#000123217	Supplier#000008941
2184164	antique puff aquamarine grey bisque	192406	Customer#000099814	Supplier#000004926
2184164	drab plum tomato thistle magenta	90851	Customer#000099814	Supplier#000003361
2184164	lawn puff hot maroon dim	25740	Customer#000099814	Supplier#000005741
1395745	red medium cornflower powder antique	162138	Customer#000100159	Supplier#000007171
1395745	lime brown powder moccasin goldenrod	194922	Customer#000100159	Supplier#000009961
1395745	sandy orchid light lavender saddle	51853	Customer#000100159	Supplier#000006864
5611974	cyan forest dodger burnished almond	147828	Customer#000118729	Supplier#000000343
462788	frosted saddle blush floral orange	14968	Customer#000027095	Supplier#000007470
462788	violet aquamarine frosted linen smoke	160641	Customer#000027095	Supplier#000008190
1055461	burnished lime saddle chocolate tan	97900	Customer#000026615	Supplier#000007901
1055461	navajo red indian firebrick floral	190511	Customer#000026615	Supplier#000000512
1055461	saddle sky turquoise wheat steel	117864	Customer#000026615	Supplier#000007865
219426	brown seashell cornsilk navy peach	149250	Customer#000055346	Supplier#000004279
219426	light frosted deep chartreuse turquoise	157834	Customer#000055346	Supplier#000007835
2808194	brown green black violet papaya	94686	Customer#000097237	Supplier#000007196
2808194	almond azure aquamarine lime red	177244	Customer#000097237	Supplier#000002279
3033378	spring moccasin dim mint brown	75044	Customer#000005938	Supplier#000007552
3033378	mint orchid aquamarine burnished linen	64728	Customer#000005938	Supplier#000009741
1310209	chartreuse goldenrod floral blue cyan	82608	Customer#000019063	Supplier#000007625
1310209	tan smoke frosted peach steel	119989	Customer#000019063	Supplier#000007523
1356130	honeydew dark lawn rosy spring	6870	Customer#000036490	Supplier#000009371
1452996	blush pale blue almond frosted	116653	Customer#000090025	Supplier#000006654
1452996	smoke blue blush purple green	186263	Customer#000090025	Supplier#000001300
1452996	bisque lime cornsilk antique tan	40996	Customer#000090025	Supplier#000000997
1452996	light mint cornflower ivory cream	9979	Customer#000090025	Supplier#000009980
1971680	orange frosted rose bisque navajo	99131	Customer#000120098	Supplier#000009132
2152675	black azure salmon linen rosy	185369	Customer#000061727	Supplier#000005370
3312576	cyan chocolate cornsilk light smoke	35171	Customer#000100978	Supplier#000002681
3547139	midnight cornsilk seashell antique burnished	9600	Customer#000014270	Supplier#000004601
3547139	smoke powder hot cornsilk papaya	145851	Customer#000014270	Supplier#000005852
3605638	antique dark plum royal peru	63578	Customer#000005423	Supplier#000008591
1230080	green chocolate moccasin navy aquamarine	142481	Customer#000100660	Supplier#000002482
1278981	lawn blue khaki chocolate linen	168698	Customer#000147184	Supplier#000008699
1278981	deep coral drab black orange	129847	Customer#000147184	Supplier#000002360
5610209	orchid aquamarine bisque chocolate snow	127614	Customer#000117496	Supplier#000007615
5610209	moccasin forest maroon sky olive	191865	Customer#000117496	Supplier#000004385
5746311	spring brown pale royal black	104560	Customer#000109379	Supplier#000004561
5746311	aquamarine sky brown coral ivory	65580	Customer#000109379	Supplier#000003099
5746311	frosted indian metallic sky khaki	196984	Customer#000109379	Supplier#000002023
3334820	plum frosted dark chiffon pink	158734	Customer#000000772	Supplier#000008735
3407557	navy burlywood frosted beige pink	195703	Customer#000017221	Supplier#000000742
3407557	navajo cornflower sky brown firebrick	142247	Customer#000017221	Supplier#000004762
3459808	bisque purple cream tomato pink	182790	Customer#000131386	Supplier#000000345
3459808	azure green blue orchid linen	194083	Customer#000131386	Supplier#000001641
3459808	chartreuse yellow bisque rosy papaya	151799	Customer#000131386	Supplier#000004315
1787271	cornsilk thistle wheat navajo goldenrod	137383	Customer#000091780	Supplier#000002410
