count(distinct l_linenumber)
7
sum(distinct l_linenumber)	avg(distinct l_linenumber)	count(distinct l_linenumber)
116065	6066	0.02
116078	8590	0.01
116084	3618	0.01
116097	6098	0.00
116110	1133	0.07
116147	8659	0.04
116160	6161	0.04
116200	8712	0.05
116203	1226	0.01
116212	3746	0.08
116218	3752	0.04
116226	6227	0.02
116245	1268	0.05
116289	8801	0.00
116300	3834	0.07
116305	3839	0.06
116383	3917	0.04
116386	8898	0.05
116403	3937	0.05
116407	3941	0.08
116434	1457	0.06
116462	8974	0.06
116489	9001	0.07
116495	4029	0.00
116508	4042	0.06
116509	4043	0.03
116520	1543	0.03
116560	1583	0.06
116568	4102	0.00
116672	9184	0.06
116732	9244	0.05
116741	4275	0.01
116749	1772	0.08
116753	9265	0.08
116755	4289	0.04
116758	4292	0.07
116762	4296	0.04
116768	6769	0.08
116803	1826	0.02
116817	6818	0.02
116862	9374	0.06
116907	1930	0.05
116947	4481	0.04
116952	9464	0.07
116953	6954	0.06
116962	4496	0.03
116966	1989	0.08
116975	9487	0.06
116986	9498	0.04
117010	4544	0.01
117043	9555	0.01
117055	9567	0.06
117099	9611	0.01
117107	9619	0.08
117116	9628	0.00
117151	4685	0.06
117158	4692	0.00
117178	2201	0.06
117209	7210	0.05
117211	9723	0.07
117220	2243	0.02
117244	2267	0.02
117254	7255	0.02
117267	4801	0.02
117282	7283	0.00
117307	2330	0.02
117337	4871	0.00
117340	4874	0.02
117350	4884	0.08
117371	9883	0.02
117383	7384	0.03
117423	7424	0.06
117424	9936	0.02
117436	7437	0.03
117452	9964	0.02
117469	7470	0.04
117514	7515	0.04
117526	7527	0.02
117534	46	0.03
117570	5104	0.01
117576	7577	0.04
117589	7590	0.00
117595	107	0.08
117595	5129	0.01
117617	7618	0.04
117653	7654	0.00
117666	2689	0.07
117679	5213	0.08
117686	198	0.02
117697	2720	0.08
117702	214	0.03
117718	230	0.05
117726	238	0.03
117735	2758	0.03
117744	5278	0.04
117751	5285	0.08
117754	5288	0.01
117778	7779	0.05
117792	2815	0.02
117816	7817	0.03
117875	7876	0.05
117876	5410	0.05
117900	2923	0.01
117921	2944	0.00
117956	5490	0.02
117961	5495	0.00
117981	3004	0.03
117993	505	0.04
117998	510	0.08
118002	514	0.07
118009	5543	0.08
118027	539	0.08
118039	5573	0.08
118088	3111	0.04
118089	8090	0.06
118095	3118	0.08
118109	621	0.00
118120	8121	0.00
118166	3189	0.04
118185	5719	0.08
118226	3249	0.07
118262	8263	0.01
118282	5816	0.00
118389	5923	0.04
118399	3422	0.01
118455	967	0.05
118456	5990	0.00
118461	5995	0.04
118468	6002	0.04
118529	1041	0.02
118537	1049	0.08
118556	1068	0.04
118560	8561	0.05
118564	3587	0.06
118568	6102	0.08
118571	8572	0.00
118577	1089	0.08
118583	1095	0.05
118587	6121	0.03
118626	3649	0.07
118635	6169	0.00
118699	3722	0.01
118713	1225	0.05
118714	3737	0.03
118731	3754	0.00
118781	3804	0.06
118832	6366	0.08
118843	8844	0.01
118847	1359	0.07
118861	6395	0.05
118889	8890	0.07
118915	6449	0.05
118923	1435	0.02
118936	1448	0.01
118944	3967	0.08
118945	3968	0.06
118956	1468	0.01
118958	3981	0.08
118980	8981	0.04
118981	1493	0.07
119012	1524	0.00
119051	9052	0.07
119052	4075	0.06
119053	9054	0.08
119065	9066	0.02
119070	6604	0.06
119083	1595	0.04
119085	1597	0.05
119152	6686	0.05
119158	9159	0.08
119181	1693	0.00
119225	4248	0.08
119225	6759	0.01
119234	6768	0.06
119269	6803	0.08
119303	4326	0.08
119305	4328	0.06
119317	9318	0.00
119325	4348	0.08
119356	4379	0.08
119360	4383	0.00
119365	4388	0.02
119412	9413	0.02
119437	4460	0.03
119439	4462	0.07
119442	6976	0.05
119453	4476	0.07
119477	1989	0.02
119482	4505	0.08
119527	9528	0.08
119530	9531	0.01
119545	2057	0.02
119554	9555	0.06
119561	4584	0.00
119595	2107	0.07
119625	2137	0.06
119628	7162	0.03
119658	4681	0.02
119669	7203	0.02
119673	7207	0.06
119692	2204	0.07
119705	7239	0.00
119727	2239	0.08
119731	7265	0.02
119746	7280	0.05
119748	4771	0.02
119750	2262	0.07
119755	7289	0.06
119767	9768	0.00
119768	2280	0.03
119794	2306	0.07
119796	9797	0.04
119813	9814	0.03
119834	9835	0.05
119848	2360	0.01
119849	7383	0.06
119870	9871	0.03
119898	4921	0.00
119917	4940	0.06
119930	4953	0.05
120018	2531	0.02
120024	7561	0.03
120061	62	0.02
120079	80	0.04
120083	84	0.03
120094	5119	0.01
120102	5127	0.01
120179	2692	0.06
120197	2710	0.08
120200	2713	0.06
120203	7740	0.02
120205	7742	0.04
120218	7755	0.05
120223	5248	0.01
120254	2767	0.05
120271	5296	0.05
120300	301	0.02
120319	2832	0.03
120324	325	0.05
120327	2840	0.06
120334	335	0.08
120359	360	0.01
120365	366	0.06
120379	7916	0.03
120406	2919	0.06
120458	459	0.00
120487	5512	0.01
120543	544	0.01
120548	8085	0.05
120595	596	0.06
120603	3116	0.07
120671	8208	0.01
120674	675	0.01
120686	5711	0.02
120696	3209	0.08
120702	703	0.04
120758	759	0.03
120800	5825	0.05
120807	5832	0.08
120830	831	0.00
120832	8369	0.06
120863	3376	0.05
120880	5905	0.04
120884	3397	0.00
120896	8433	0.04
120921	3434	0.02
120952	3465	0.04
120953	3466	0.11
120969	3482	0.00
120970	3483	0.06
120984	985	0.00
121031	6056	0.05
121039	3552	0.04
121040	1041	0.04
121042	8579	0.05
121045	1046	0.06
121059	6084	0.04
121063	1064	0.04
121076	8613	0.00
121079	6104	0.06
121085	8622	0.04
121088	3601	0.04
121093	1094	0.03
121096	3609	0.02
121099	8636	0.06
121115	1116	0.03
121133	1134	0.01
121153	8690	0.03
121175	1176	0.05
121226	8763	0.08
121239	8776	0.06
121294	6319	0.05
121298	8835	0.06
121310	6335	0.00
121378	1379	0.03
121382	8919	0.08
121423	3936	0.02
121445	6470	0.04
121448	3961	0.08
121465	3978	0.00
121474	3987	0.02
121496	1497	0.04
121499	6524	0.07
121513	6538	0.07
121535	4048	0.02
121538	1539	0.06
121557	9094	0.04
121572	6597	0.02
121574	1575	0.06
121586	6611	0.02
121616	4129	0.04
121623	4136	0.07
121628	9165	0.01
121647	4160	0.05
121656	4169	0.03
121668	4181	0.03
121677	6702	0.07
121705	4218	0.01
121713	6738	0.04
121740	9277	0.05
121746	9283	0.01
121773	1774	0.02
121783	6808	0.05
121792	1793	0.00
121797	1798	0.06
121860	4373	0.08
121868	4381	0.01
121872	1873	0.07
121895	4408	0.05
121903	6928	0.08
121990	1991	0.02
122038	2039	0.00
122044	2045	0.00
122046	7071	0.03
122099	2100	0.08
122106	4619	0.07
122108	2109	0.08
122112	7137	0.02
122125	9662	0.00
122135	2136	0.06
122187	2188	0.03
122208	9745	0.01
122258	7283	0.07
122278	7303	0.02
122293	2294	0.01
122335	7360	0.01
122339	4852	0.05
122365	2366	0.02
122380	4893	0.05
122421	4934	0.06
122443	7468	0.00
122452	7477	0.05
122478	7503	0.07
122502	2503	0.08
122508	5021	0.06
122533	70	0.00
122536	73	0.06
122547	2548	0.03
122548	7573	0.01
122557	7582	0.01
122565	102	0.07
122645	5158	0.02
122660	197	0.07
122670	2671	0.07
122680	2681	0.00
122699	2700	0.04
122702	5215	0.02
122707	2708	0.04
122709	2710	0.00
122710	7735	0.04
122718	5231	0.06
122720	7745	0.00
122723	7748	0.06
122730	5243	0.06
122736	273	0.04
122746	7771	0.07
122758	5271	0.04
122791	2792	0.05
122822	5335	0.03
122833	7858	0.05
122882	7907	0.04
122910	7935	0.00
122996	2997	0.05
123067	5580	0.08
123076	613	0.09
123097	5610	0.03
123101	3102	0.05
123102	5615	0.07
123135	3136	0.02
123171	5684	0.05
123180	3181	0.02
123182	8207	0.01
123255	8280	0.05
123260	8285	0.05
123334	871	0.04
123353	890	0.06
123358	5871	0.02
123364	901	0.06
123366	5879	0.02
123367	904	0.07
123416	953	0.08
123439	8464	0.01
123457	5970	0.03
123460	3461	0.02
123471	8496	0.04
123473	5986	0.04
123485	3486	0.01
123505	6018	0.05
123507	3508	0.03
123553	3554	0.00
123555	3556	0.05
123570	1107	0.04
123591	8616	0.08
123602	6115	0.07
123620	6133	0.01
123670	6183	0.02
123690	8715	0.04
123693	6206	0.00
123736	1273	0.05
123741	6254	0.08
123746	1283	0.06
123766	3767	0.07
123786	8811	0.07
123802	6315	0.08
123803	1340	0.01
123805	1342	0.02
123814	6327	0.05
123819	6332	0.05
123860	8885	0.04
123927	3928	0.08
123962	3963	0.03
123986	3987	0.02
123990	3991	0.06
124126	4127	0.06
124139	9164	0.05
124205	1742	0.03
124208	6721	0.07
124220	4221	0.05
124255	4256	0.00
124261	9286	0.06
124271	1808	0.03
124296	6809	0.02
124322	9347	0.07
124341	4342	0.02
124360	4361	0.01
124376	6889	0.04
124426	6939	0.08
124440	4441	0.04
124448	4449	0.07
124474	6987	0.08
124479	4480	0.00
124499	4500	0.03
124632	2169	0.01
124632	9657	0.06
124663	2200	0.00
124687	4688	0.05
124711	7224	0.03
124723	4724	0.05
124729	9754	0.01
124731	2268	0.08
124748	7261	0.01
124768	4769	0.03
124781	4782	0.04
124794	4795	0.05
124798	4799	0.03
124811	9836	0.06
124847	9872	0.04
124863	2400	0.06
124875	9900	0.06
124889	2426	0.06
124911	4912	0.00
124947	2484	0.01
124948	4949	0.08
124962	7475	0.07
124966	9991	0.03
125022	47	0.01
125030	55	0.00
125036	2573	0.01
125062	2599	0.02
125092	5093	0.00
125106	5107	0.06
125140	165	0.01
125192	2729	0.08
125194	2731	0.05
125197	5198	0.04
125205	230	0.04
125254	279	0.02
125275	7788	0.06
125293	5294	0.04
125314	5315	0.07
125320	345	0.05
125328	353	0.04
125344	369	0.01
125373	7886	0.04
125377	2914	0.05
125386	411	0.00
125454	479	0.03
125457	5458	0.08
125468	5469	0.02
125481	506	0.03
125492	8005	0.00
125502	8015	0.06
125509	3046	0.06
125514	539	0.01
125524	5525	0.08
125526	3063	0.00
125544	3081	0.05
125554	8067	0.00
125559	8072	0.01
125606	3143	0.02
125606	5607	0.06
125608	633	0.01
125622	3159	0.07
125633	658	0.01
125665	3202	0.06
125688	8201	0.06
125689	714	0.08
125692	3229	0.02
125700	725	0.06
125704	8217	0.00
125718	3255	0.06
125785	3322	0.05
125802	827	0.05
125813	8326	0.04
125900	5901	0.00
125934	959	0.04
125952	5953	0.05
125957	3494	0.00
125964	8477	0.03
126015	6016	0.00
126016	3553	0.02
126090	8603	0.00
126120	8633	0.00
126122	8635	0.03
126173	6174	0.04
126176	3713	0.08
126197	6198	0.02
126223	1248	0.07
126247	1272	0.04
126248	3785	0.04
126264	3801	0.00
126284	3821	0.00
126286	8799	0.08
126297	3834	0.02
126319	1344	0.08
126429	1454	0.04
126483	6484	0.06
126488	4025	0.04
126515	4052	0.08
126549	9062	0.07
126590	6591	0.04
126650	6651	0.04
126658	1683	0.08
126684	6685	0.04
126721	6722	0.03
126723	6724	0.01
126750	6751	0.00
126777	4314	0.05
126782	1807	0.02
126873	9386	0.05
126899	4436	0.02
126936	4473	0.04
126988	6989	0.06
126998	9511	0.06
127007	7008	0.04
127009	4546	0.08
127040	9553	0.05
127053	9566	0.02
127060	4597	0.07
127063	7064	0.03
127076	7077	0.00
127086	2111	0.00
127141	2166	0.01
127148	9661	0.00
127163	9676	0.05
127168	7169	0.02
127205	9718	0.08
127232	7233	0.07
127234	2259	0.00
127239	7240	0.03
127253	9766	0.01
127269	4806	0.00
127275	7276	0.01
127312	9825	0.05
127350	9863	0.07
127422	9935	0.03
127424	7425	0.07
127428	7429	0.07
127440	4977	0.03
127480	2505	0.01
127484	7485	0.03
127491	7492	0.01
127497	2522	0.05
127537	50	0.01
127585	2610	0.01
127606	119	0.07
127615	5152	0.06
127636	149	0.07
127657	170	0.06
127664	7665	0.06
127682	7683	0.00
127706	7707	0.00
127722	2747	0.05
127730	2755	0.05
127764	277	0.05
127777	2802	0.06
127808	7809	0.01
127811	324	0.03
127814	2839	0.00
127834	347	0.00
127864	377	0.04
127871	2896	0.01
127924	7925	0.02
127935	7936	0.05
127938	451	0.07
127938	2963	0.06
127959	472	0.01
127997	5534	0.05
128016	3041	0.06
128033	5570	0.02
128035	3060	0.03
128077	8078	0.05
128097	610	0.00
128102	3127	0.05
128103	8104	0.00
128105	3130	0.00
128111	8112	0.01
128142	5679	0.08
128144	5681	0.05
128171	3196	0.00
128173	3198	0.05
128219	3244	0.06
128238	3263	0.06
128275	3300	0.01
128281	794	0.05
128298	811	0.04
128327	3352	0.03
128344	857	0.04
128368	5905	0.00
128378	8379	0.07
128419	932	0.05
128423	5960	0.08
128449	3474	0.07
128486	6023	0.04
128490	1003	0.08
128494	6031	0.06
128514	3539	0.07
128529	8530	0.01
128542	8543	0.00
128552	1065	0.08
128562	8563	0.01
128590	3615	0.05
128599	1112	0.04
128671	8672	0.07
128672	3697	0.01
128696	3721	0.01
128704	1217	0.06
128707	1220	0.03
128736	8737	0.00
128746	8747	0.04
128759	1272	0.01
128765	1278	0.02
128771	3796	0.01
128795	8796	0.06
128808	8809	0.02
128816	8817	0.05
128833	1346	0.07
128838	3863	0.08
128842	8843	0.05
128849	3874	0.03
128883	6420	0.06
128884	6421	0.02
128904	8905	0.00
128923	1436	0.04
128948	6485	0.01
128982	4007	0.06
129111	4136	0.08
129132	4157	0.01
129147	6684	0.03
129151	6688	0.08
129153	6690	0.06
129194	1707	0.07
129207	9208	0.07
129214	6751	0.06
129239	6776	0.04
129242	1755	0.07
129270	4295	0.08
129335	1848	0.03
129342	9343	0.02
129344	1857	0.06
129352	1865	0.01
129387	6924	0.04
129391	9392	0.05
129394	6931	0.07
129431	1944	0.02
129435	9436	0.07
129445	6982	0.05
129449	1962	0.03
129479	4504	0.08
129486	9487	0.05
129509	4534	0.07
129532	4557	0.06
129569	4594	0.07
129615	9616	0.04
129655	2168	0.04
129669	2182	0.04
129670	2183	0.06
129726	2239	0.05
129728	2241	0.02
129748	9749	0.04
129762	7299	0.04
129764	7301	0.05
129770	7307	0.02
129818	4843	0.02
129821	7358	0.02
129823	2336	0.08
129838	7375	0.00
129840	2353	0.04
129851	4876	0.07
129873	4898	0.04
129891	9892	0.00
129900	7437	0.03
129924	7461	0.04
129982	2495	0.05
129991	7528	0.08
129992	7529	0.07
130014	15	0.08
130028	29	0.04
130042	5069	0.03
130049	7589	0.01
130050	51	0.02
130060	2574	0.05
130067	2581	0.02
130081	82	0.04
130091	7631	0.08
130092	5119	0.03
130096	7636	0.00
130119	120	0.08
130251	252	0.01
130261	262	0.02
130268	2782	0.03
130281	5308	0.07
130286	7826	0.06
130292	7832	0.08
130302	5329	0.06
130305	7845	0.01
130322	7862	0.00
130371	372	0.01
130371	2885	0.04
130432	2946	0.00
130445	7985	0.02
130451	2965	0.04
130456	457	0.03
130471	8011	0.00
130565	8105	0.08
130582	8122	0.02
130601	3115	0.08
130636	8176	0.07
130640	8180	0.02
130643	5670	0.01
130643	8183	0.03
130646	5673	0.00
130664	665	0.01
130682	3196	0.01
130684	5711	0.00
130706	8246	0.08
130711	5738	0.04
130724	3238	0.06
130762	763	0.08
130764	765	0.03
130786	787	0.05
130799	5826	0.06
130847	848	0.00
130881	3395	0.07
130897	898	0.06
130920	921	0.04
130954	5981	0.02
130983	6010	0.01
130988	3502	0.05
130997	8537	0.04
131031	1032	0.02
131051	1052	0.02
131052	6079	0.03
131056	6083	0.00
131080	6107	0.08
131084	6111	0.05
131087	1088	0.03
131174	1175	0.04
131240	8780	0.03
131257	8797	0.04
131282	3796	0.02
131307	3821	0.01
131308	6335	0.08
131321	8861	0.05
131401	3915	0.06
131403	8943	0.06
131412	1413	0.01
131450	1451	0.03
131463	3977	0.06
131499	6526	0.03
131518	1519	0.00
131518	9058	0.04
131532	4046	0.06
131544	4058	0.08
131549	1550	0.00
131550	4064	0.02
131561	1562	0.05
131565	6592	0.04
131627	6654	0.05
131636	4150	0.01
131671	9211	0.07
131708	1709	0.06
131738	6765	0.08
131786	4300	0.00
131824	9364	0.00
131835	9375	0.00
131882	6909	0.04
131890	6917	0.03
131904	1905	0.05
131928	9468	0.05
131946	4460	0.03
131966	9506	0.01
131989	7016	0.01
131994	1995	0.06
132006	7033	0.07
132024	2025	0.05
132029	7056	0.05
132072	9612	0.00
132073	7100	0.02
132077	2078	0.08
132078	7105	0.00
132086	4600	0.05
132090	4604	0.08
132100	4614	0.00
132127	9667	0.06
132133	4647	0.07
132142	2143	0.08
132164	2165	0.06
132174	4688	0.01
132197	2198	0.02
132206	7233	0.00
132274	7301	0.06
132280	7307	0.03
132300	4814	0.06
132347	2348	0.01
132353	9893	0.03
132365	7392	0.03
132375	2376	0.06
132402	2403	0.06
132405	7432	0.08
132406	4920	0.01
132438	9978	0.00
132447	7474	0.01
132467	7494	0.02
132484	7511	0.04
132510	50	0.04
132592	2593	0.00
132626	5140	0.02
132668	2669	0.00
132685	5199	0.01
132693	233	0.05
132711	2712	0.00
132715	255	0.01
132739	2740	0.00
132751	2752	0.06
132800	5314	0.08
132812	2813	0.04
132883	423	0.00
132912	5426	0.05
132963	2964	0.02
132974	5488	0.08
132998	8025	0.00
133007	3008	0.02
133051	591	0.01
133070	3071	0.07
133103	5617	0.00
133109	3110	0.01
133129	8156	0.07
133143	5657	0.01
133147	3148	0.07
133178	8205	0.06
133180	3181	0.03
133207	5721	0.03
133218	3219	0.08
133242	782	0.03
133257	5771	0.05
133261	8288	0.06
133262	5776	0.04
133273	3274	0.00
133278	8305	0.03
133282	3283	0.01
133299	5813	0.03
133307	3308	0.06
133323	8350	0.06
133337	3338	0.02
133376	916	0.03
133391	5905	0.00
133398	5912	0.04
133412	5926	0.00
133418	8445	0.03
133446	5960	0.01
133479	1019	0.07
133484	1024	0.08
133508	8535	0.02
133568	3569	0.00
133608	8635	0.01
133621	6135	0.03
133634	3635	0.05
133635	1175	0.07
133661	8688	0.05
133702	6216	0.02
133706	3707	0.03
133707	1247	0.02
133708	6222	0.07
133735	6249	0.07
133789	8816	0.03
133790	3791	0.01
133799	3800	0.04
133807	3808	0.03
133813	8840	0.02
133853	8880	0.05
133878	3879	0.03
133917	3918	0.02
133952	3953	0.07
133971	6485	0.03
133998	3999	0.05
134031	6545	0.00
134067	1607	0.01
134082	1622	0.02
134086	1626	0.06
134091	1631	0.03
134109	6623	0.04
134132	4133	0.06
134156	6670	0.03
134209	6723	0.00
134223	1763	0.06
134249	9276	0.06
134265	9292	0.04
134273	1813	0.06
134301	6815	0.04
134303	1843	0.01
134307	9334	0.02
134312	4313	0.00
134318	1858	0.01
134333	6847	0.02
134360	6874	0.04
134380	1920	0.03
134390	1930	0.04
134430	1970	0.06
134431	6945	0.06
134453	9480	0.05
134460	2000	0.05
134485	4486	0.06
134488	4489	0.06
134508	2048	0.08
134519	2059	0.07
134522	7036	0.07
134525	9552	0.05
134547	2087	0.03
134555	9582	0.04
134557	7071	0.02
134563	7077	0.02
134589	7103	0.01
134598	9625	0.03
134617	2157	0.06
134671	9698	0.00
134679	9706	0.07
134811	2351	0.05
134825	2365	0.00
134825	4826	0.02
134836	2376	0.06
134863	7377	0.05
134871	2411	0.04
134872	4873	0.04
134874	7388	0.03
134892	4893	0.00
134922	9949	0.03
134944	7458	0.04
134976	3	0.04
134984	7498	0.03
135030	2570	0.02
135036	5037	0.01
135052	79	0.02
135055	2595	0.03
135056	7570	0.00
135092	5093	0.00
135094	5095	0.00
135125	5126	0.08
135126	7640	0.03
135137	164	0.01
135143	5144	0.02
135164	7678	0.02
135173	7687	0.08
135201	5202	0.06
135207	2747	0.08
135214	2754	0.08
135273	7787	0.00
135282	2822	0.03
135307	5308	0.05
135309	5310	0.05
135326	5327	0.00
135336	5337	0.08
135354	2894	0.05
135360	5361	0.03
135364	2904	0.00
135388	5389	0.05
135390	5391	0.06
135401	7915	0.00
135404	5405	0.08
135427	7941	0.00
135450	2990	0.06
135481	5482	0.03
135485	5486	0.01
135500	3040	0.08
135500	5501	0.03
135500	8014	0.06
135517	544	0.03
135535	8049	0.00
135550	577	0.07
135558	5559	0.08
135566	3106	0.04
135628	8142	0.03
135662	689	0.03
135675	5676	0.07
135695	8209	0.04
135703	5704	0.00
135743	8257	0.05
135754	3294	0.01
135755	782	0.01
135795	822	0.08
135805	832	0.05
135816	3356	0.06
135820	3360	0.06
135837	5838	0.07
135899	926	0.02
135910	5911	0.04
135912	8426	0.03
135915	5916	0.04
135928	8442	0.07
135947	8461	0.08
135953	3493	0.06
135955	3495	0.06
135955	8469	0.03
135959	986	0.04
135964	3504	0.04
135990	5991	0.06
136052	8566	0.02
136066	6067	0.01
136083	1110	0.05
136083	8597	0.02
136116	1143	0.01
136118	1145	0.08
136119	6120	0.04
136127	1154	0.02
136137	8651	0.07
136198	8712	0.08
136200	6201	0.08
136205	3745	0.07
136206	8720	0.05
136210	6211	0.01
136241	1268	0.08
136243	6244	0.06
136244	8758	0.08
136248	1275	0.04
136286	1313	0.05
136294	1321	0.05
136299	8813	0.04
136316	3856	0.06
136347	1374	0.04
136348	8862	0.00
136371	1398	0.01
136372	6373	0.03
136377	8891	0.07
136383	1410	0.03
136401	6402	0.06
136467	6468	0.06
136489	6490	0.05
136557	9071	0.01
136633	4173	0.07
136646	6647	0.05
136665	1692	0.06
136666	9180	0.05
136667	1694	0.03
136695	6696	0.01
136761	9275	0.08
136766	9280	0.03
136768	1795	0.02
136788	9302	0.08
136795	9309	0.04
136810	1837	0.01
136812	6813	0.02
136818	1845	0.01
136819	1846	0.01
136821	4361	0.07
136838	4378	0.06
136849	6850	0.07
136884	4424	0.05
136884	6885	0.02
136899	6900	0.08
136959	1986	0.05
136979	4519	0.02
136994	4534	0.06
137027	9541	0.11
137066	9580	0.08
137070	4610	0.05
137074	4614	0.01
137089	7090	0.03
137099	4639	0.00
137103	2130	0.06
137105	9619	0.07
137109	7110	0.00
137156	2183	0.07
137203	2230	0.03
137210	2237	0.03
137229	2256	0.06
137252	4792	0.07
137261	7262	0.06
137267	4807	0.00
137277	4817	0.05
137283	7284	0.05
137315	9829	0.00
137316	7317	0.02
137325	2352	0.06
137332	9846	0.08
137343	7344	0.02
137348	4888	0.03
137354	4894	0.08
137366	7367	0.02
137373	7374	0.02
137375	2402	0.06
137375	7376	0.07
137381	2408	0.08
137391	2418	0.00
137396	9910	0.03
137419	2446	0.05
137457	9971	0.05
137469	2496	0.04
137469	9983	0.03
137535	5075	0.08
137545	2572	0.03
137579	93	0.06
137596	7597	0.00
137601	7602	0.01
137602	116	0.07
137608	2635	0.07
137620	7621	0.06
137649	7650	0.04
137711	2738	0.00
137744	258	0.05
137753	5293	0.14
137771	285	0.02
137772	7773	0.03
137780	5320	0.06
137788	5328	0.02
137802	5342	0.01
137813	327	0.08
137813	7814	0.04
137834	7835	0.11
137884	398	0.08
137888	2915	0.02
137904	418	0.04
137941	455	0.00
137943	7944	0.00
137984	7985	0.06
137990	7991	0.08
137992	5532	0.02
138046	3073	0.04
138056	570	0.01
138061	575	0.04
138213	3240	0.06
138241	5781	0.07
138243	5783	0.06
138257	771	0.01
138263	3290	0.06
138267	3294	0.07
138275	8276	0.07
138287	5827	0.07
138309	3336	0.01
138309	5849	0.00
138312	826	0.06
138329	5869	0.05
138340	8341	0.04
138418	5958	0.02
138431	3458	0.05
138448	962	0.08
138472	986	0.06
138474	8475	0.06
138500	6040	0.08
138514	1028	0.04
138552	6092	0.07
138552	8553	0.07
138555	1069	0.06
138602	3629	0.08
138632	3659	0.03
138634	8635	0.06
138637	6177	0.00
138656	8657	0.04
138667	3694	0.08
138672	6212	0.02
138703	6243	0.08
138728	1242	0.04
138798	8799	0.07
138806	3833	0.03
138838	8839	0.00
138854	6394	0.07
138855	1369	0.05
138866	6406	0.06
138885	3912	0.03
138920	1434	0.02
138924	8925	0.00
138940	6480	0.02
138965	3992	0.01
138978	1492	0.05
138984	6524	0.06
138997	1511	0.05
139010	6550	0.00
139012	4039	0.00
139040	6580	0.02
139055	1569	0.07
139065	4092	0.06
139097	1611	0.00
139108	4135	0.06
139164	9165	0.03
139168	1682	0.08
139190	4217	0.06
139197	4224	0.01
139205	9206	0.06
139212	1726	0.03
139221	6761	0.02
139247	1761	0.08
139257	9258	0.00
139267	1781	0.04
139286	6826	0.01
139309	9310	0.03
139331	1845	0.06
139375	4402	0.08
139382	9383	0.06
139406	9407	0.06
139516	2030	0.00
139528	2042	0.00
139555	7095	0.04
139589	4616	0.03
139604	7144	0.05
139612	2126	0.07
139614	9615	0.07
139616	9617	0.01
139628	4655	0.05
139636	2150	0.03
139639	2153	0.06
139641	4668	0.00
139649	2163	0.07
139664	7204	0.01
139680	7220	0.01
139685	2199	0.06
139691	4718	0.00
139696	7236	0.06
139702	4729	0.04
139710	2224	0.06
139725	9726	0.06
139737	7277	0.03
139772	2286	0.01
139773	2287	0.06
139798	9799	0.06
139800	9801	0.08
139814	7354	0.01
139856	2370	0.08
139914	7454	0.06
140001	5030	0.07
140013	5042	0.05
140013	7556	0.08
140018	2533	0.01
140047	2562	0.08
140056	7599	0.08
140068	2583	0.01
140072	7615	0.06
140105	2620	0.07
140115	2630	0.07
140124	125	0.05
140134	135	0.03
140137	2652	0.02
140138	139	0.01
140145	5174	0.01
140157	7700	0.05
140191	5220	0.07
140193	2708	0.07
140221	7764	0.05
140238	2753	0.02
140248	249	0.01
140281	2796	0.07
140291	5320	0.06
140309	5338	0.00
140319	320	0.03
140335	5364	0.04
140345	346	0.06
140347	7890	0.00
140400	7943	0.02
140413	5442	0.06
140433	5462	0.07
140435	7978	0.03
140436	7979	0.04
140441	442	0.05
140448	2963	0.08
140449	2964	0.08
140523	5552	0.07
140525	5554	0.02
140559	8102	0.05
140596	597	0.00
140614	615	0.06
140615	616	0.07
140617	5646	0.07
140638	3153	0.03
140655	3170	0.02
140669	670	0.00
140671	3186	0.07
140684	3199	0.05
140721	8264	0.08
140766	3281	0.04
140786	8329	0.08
140792	5821	0.02
140804	3319	0.02
140844	845	0.08
140907	8450	0.00
140912	8455	0.06
140913	8456	0.08
140922	3437	0.07
140928	8471	0.04
140936	8479	0.08
140949	8492	0.06
140955	956	0.05
140986	8529	0.01
140995	3510	0.08
141003	3518	0.05
141005	3520	0.07
141072	8615	0.03
141112	1113	0.03
141184	6213	0.00
141207	8750	0.01
141212	6241	0.02
141228	6257	0.04
141233	8776	0.06
141250	8793	0.01
141336	6365	0.08
141341	6370	0.08
141342	1343	0.04
141350	8893	0.07
141367	3882	0.05
141383	3898	0.06
141443	3958	0.06
141456	3971	0.06
141459	9002	0.04
141485	9028	0.04
141535	1536	0.03
141545	4060	0.06
141592	1593	0.03
141634	1635	0.06
141637	4152	0.06
141664	6693	0.05
141675	6704	0.05
141687	1688	0.01
141690	1691	0.06
141746	4261	0.07
141752	4267	0.07
141805	4320	0.07
141815	9358	0.04
141821	9364	0.01
141853	9396	0.04
141878	4393	0.05
141920	1921	0.08
141937	1938	0.05
141975	7004	0.02
142048	2049	0.03
142061	2062	0.06
142076	4591	0.01
142097	9640	0.08
142102	7131	0.01
142123	7152	0.02
142125	2126	0.06
142134	2135	0.02
142165	9708	0.05
142171	7200	0.00
142210	9753	0.01
142214	2215	0.06
142226	7255	0.06
142246	4761	0.02
142247	7276	0.01
142256	7285	0.03
142274	4789	0.02
142330	4845	0.05
142381	7410	0.04
142388	2389	0.00
142390	9933	0.01
142418	7447	0.01
142461	4	0.04
142470	7499	0.01
142489	5004	0.02
142490	33	0.01
142499	42	0.06
142502	2503	0.07
142513	2514	0.01
142519	5034	0.03
142528	7557	0.03
142543	7572	0.07
142559	2560	0.06
142568	7597	0.08
142601	5116	0.01
142617	5132	0.03
142665	5180	0.05
142668	5183	0.06
